,STATION,DATE,CLDD,HTDD,TAVG,TMAX,TMIN,dt,doy
3101,USW00093738,1978-06-29,,,,89,63,1978-06-29,180
3102,USW00093738,1978-06-30,,,,90,63,1978-06-30,181
3103,USW00093738,1978-07-01,,,,84,60,1978-07-01,182
3104,USW00093738,1978-07-02,,,,69,62,1978-07-02,183
3105,USW00093738,1978-07-03,,,,67,62,1978-07-03,184
3106,USW00093738,1978-07-04,,,,74,61,1978-07-04,185
3107,USW00093738,1978-07-05,,,,80,59,1978-07-05,186
3108,USW00093738,1978-07-06,,,,83,57,1978-07-06,187
3109,USW00093738,1978-07-07,,,,86,60,1978-07-07,188
3110,USW00093738,1978-07-08,,,,89,62,1978-07-08,189
3111,USW00093738,1978-07-09,,,,90,68,1978-07-09,190
3112,USW00093738,1978-07-10,,,,93,66,1978-07-10,191
3113,USW00093738,1978-07-11,,,,79,57,1978-07-11,192
3114,USW00093738,1978-07-12,,,,80,51,1978-07-12,193
3115,USW00093738,1978-07-13,,,,83,52,1978-07-13,194
3116,USW00093738,1978-07-14,,,,82,68,1978-07-14,195
3117,USW00093738,1978-07-15,,,,87,67,1978-07-15,196
3118,USW00093738,1978-07-16,,,,75,68,1978-07-16,197
3119,USW00093738,1978-07-17,,,,85,63,1978-07-17,198
3120,USW00093738,1978-07-18,,,,88,59,1978-07-18,199
3121,USW00093738,1978-07-19,,,,90,64,1978-07-19,200
3122,USW00093738,1978-07-20,,,,89,66,1978-07-20,201
3123,USW00093738,1978-07-21,,,,93,63,1978-07-21,202
3124,USW00093738,1978-07-22,,,,97,72,1978-07-22,203
3125,USW00093738,1978-07-23,,,,98,73,1978-07-23,204
3126,USW00093738,1978-07-24,,,,87,72,1978-07-24,205
3127,USW00093738,1978-07-25,,,,83,69,1978-07-25,206
3128,USW00093738,1978-07-26,,,,85,69,1978-07-26,207
3129,USW00093738,1978-07-27,,,,95,69,1978-07-27,208
3130,USW00093738,1978-07-28,,,,91,57,1978-07-28,209
3131,USW00093738,1978-07-29,,,,88,53,1978-07-29,210
3132,USW00093738,1978-07-30,,,,86,71,1978-07-30,211
3133,USW00093738,1978-07-31,,,,86,68,1978-07-31,212
3134,USW00093738,1978-08-01,,,,83,69,1978-08-01,213
3135,USW00093738,1978-08-02,,,,85,71,1978-08-02,214
3136,USW00093738,1978-08-03,,,,88,73,1978-08-03,215
3137,USW00093738,1978-08-04,,,,78,70,1978-08-04,216
3138,USW00093738,1978-08-05,,,,86,70,1978-08-05,217
3139,USW00093738,1978-08-06,,,,86,70,1978-08-06,218
3140,USW00093738,1978-08-07,,,,90,74,1978-08-07,219
3141,USW00093738,1978-08-08,,,,89,72,1978-08-08,220
3142,USW00093738,1978-08-09,,,,87,67,1978-08-09,221
3143,USW00093738,1978-08-10,,,,87,70,1978-08-10,222
3144,USW00093738,1978-08-11,,,,88,66,1978-08-11,223
3145,USW00093738,1978-08-12,,,,85,70,1978-08-12,224
3146,USW00093738,1978-08-13,,,,87,70,1978-08-13,225
3147,USW00093738,1978-08-14,,,,87,69,1978-08-14,226
3148,USW00093738,1978-08-15,,,,88,71,1978-08-15,227
3149,USW00093738,1978-08-16,,,,92,73,1978-08-16,228
3150,USW00093738,1978-08-17,,,,90,67,1978-08-17,229
3151,USW00093738,1978-08-18,,,,87,60,1978-08-18,230
3152,USW00093738,1978-08-19,,,,92,64,1978-08-19,231
3153,USW00093738,1978-08-20,,,,83,60,1978-08-20,232
3154,USW00093738,1978-08-21,,,,82,57,1978-08-21,233
3155,USW00093738,1978-08-22,,,,84,52,1978-08-22,234
3156,USW00093738,1978-08-23,,,,88,56,1978-08-23,235
3157,USW00093738,1978-08-24,,,,89,58,1978-08-24,236
3158,USW00093738,1978-08-25,,,,89,69,1978-08-25,237
3159,USW00093738,1978-08-26,,,,87,70,1978-08-26,238
3160,USW00093738,1978-08-27,,,,83,71,1978-08-27,239
3161,USW00093738,1978-08-28,,,,91,73,1978-08-28,240
3162,USW00093738,1978-08-29,,,,90,71,1978-08-29,241
3163,USW00093738,1978-08-30,,,,87,70,1978-08-30,242
3164,USW00093738,1978-08-31,,,,83,71,1978-08-31,243
3165,USW00093738,1978-09-01,,,,81,59,1978-09-01,244
3166,USW00093738,1978-09-02,,,,82,55,1978-09-02,245
3167,USW00093738,1978-09-03,,,,85,60,1978-09-03,246
3168,USW00093738,1978-09-04,,,,84,58,1978-09-04,247
3169,USW00093738,1978-09-05,,,,85,52,1978-09-05,248
3170,USW00093738,1978-09-06,,,,88,56,1978-09-06,249
3171,USW00093738,1978-09-07,,,,91,61,1978-09-07,250
3172,USW00093738,1978-09-08,,,,90,71,1978-09-08,251
3173,USW00093738,1978-09-09,,,,88,67,1978-09-09,252
3174,USW00093738,1978-09-10,,,,78,62,1978-09-10,253
3175,USW00093738,1978-09-11,,,,86,68,1978-09-11,254
3176,USW00093738,1978-09-12,,,,90,70,1978-09-12,255
3177,USW00093738,1978-09-13,,,,70,58,1978-09-13,256
3178,USW00093738,1978-09-14,,,,69,60,1978-09-14,257
3179,USW00093738,1978-09-15,,,,83,61,1978-09-15,258
3180,USW00093738,1978-09-16,,,,87,60,1978-09-16,259
3181,USW00093738,1978-09-17,,,,86,60,1978-09-17,260
3182,USW00093738,1978-09-18,,,,91,66,1978-09-18,261
3183,USW00093738,1978-09-19,,,,93,66,1978-09-19,262
3184,USW00093738,1978-09-20,,,,75,64,1978-09-20,263
3185,USW00093738,1978-09-21,,,,86,65,1978-09-21,264
3186,USW00093738,1978-09-22,,,,85,60,1978-09-22,265
3187,USW00093738,1978-09-23,,,,69,50,1978-09-23,266
3188,USW00093738,1978-09-24,,,,69,50,1978-09-24,267
3189,USW00093738,1978-09-25,,,,80,47,1978-09-25,268
3190,USW00093738,1978-09-26,,,,70,42,1978-09-26,269
3191,USW00093738,1978-09-27,,,,75,38,1978-09-27,270
3192,USW00093738,1978-09-28,,,,76,41,1978-09-28,271
3193,USW00093738,1978-09-29,,,,69,34,1978-09-29,272
3194,USW00093738,1978-09-30,,,,72,37,1978-09-30,273
3195,USW00093738,1978-10-01,,,,75,56,1978-10-01,274
3196,USW00093738,1978-10-02,,,,73,44,1978-10-02,275
3197,USW00093738,1978-10-03,,,,72,36,1978-10-03,276
3198,USW00093738,1978-10-04,,,,71,53,1978-10-04,277
3199,USW00093738,1978-10-05,,,,65,57,1978-10-05,278
3200,USW00093738,1978-10-06,,,,71,42,1978-10-06,279
3201,USW00093738,1978-10-07,,,,64,39,1978-10-07,280
3202,USW00093738,1978-10-08,,,,60,35,1978-10-08,281
3203,USW00093738,1978-10-09,,,,64,28,1978-10-09,282
3204,USW00093738,1978-10-10,,,,73,31,1978-10-10,283
3205,USW00093738,1978-10-11,,,,73,35,1978-10-11,284
3206,USW00093738,1978-10-12,,,,80,41,1978-10-12,285
3207,USW00093738,1978-10-13,,,,83,57,1978-10-13,286
3208,USW00093738,1978-10-14,,,,69,45,1978-10-14,287
3209,USW00093738,1978-10-15,,,,55,41,1978-10-15,288
3210,USW00093738,1978-10-16,,,,55,36,1978-10-16,289
3211,USW00093738,1978-10-17,,,,58,34,1978-10-17,290
3212,USW00093738,1978-10-18,,,,67,31,1978-10-18,291
3213,USW00093738,1978-10-19,,,,68,43,1978-10-19,292
3214,USW00093738,1978-10-20,,,,68,37,1978-10-20,293
3215,USW00093738,1978-10-21,,,,74,31,1978-10-21,294
3216,USW00093738,1978-10-22,,,,81,35,1978-10-22,295
3217,USW00093738,1978-10-23,,,,85,40,1978-10-23,296
3218,USW00093738,1978-10-24,,,,57,30,1978-10-24,297
3219,USW00093738,1978-10-25,,,,70,28,1978-10-25,298
3220,USW00093738,1978-10-26,,,,82,56,1978-10-26,299
3221,USW00093738,1978-10-27,,,,63,32,1978-10-27,300
3222,USW00093738,1978-10-28,,,,68,28,1978-10-28,301
3223,USW00093738,1978-10-29,,,,66,34,1978-10-29,302
3224,USW00093738,1978-10-30,,,,63,32,1978-10-30,303
3225,USW00093738,1978-10-31,,,,66,31,1978-10-31,304
3226,USW00093738,1978-11-01,,,,66,30,1978-11-01,305
3227,USW00093738,1978-11-02,,,,68,30,1978-11-02,306
3228,USW00093738,1978-11-03,,,,71,35,1978-11-03,307
3229,USW00093738,1978-11-04,,,,58,38,1978-11-04,308
3230,USW00093738,1978-11-05,,,,74,35,1978-11-05,309
3231,USW00093738,1978-11-06,,,,78,30,1978-11-06,310
3232,USW00093738,1978-11-07,,,,68,36,1978-11-07,311
3233,USW00093738,1978-11-08,,,,57,29,1978-11-08,312
3234,USW00093738,1978-11-09,,,,65,23,1978-11-09,313
3235,USW00093738,1978-11-10,,,,67,30,1978-11-10,314
3236,USW00093738,1978-11-11,,,,68,39,1978-11-11,315
3237,USW00093738,1978-11-12,,,,66,35,1978-11-12,316
3238,USW00093738,1978-11-13,,,,55,49,1978-11-13,317
3239,USW00093738,1978-11-14,,,,73,52,1978-11-14,318
3240,USW00093738,1978-11-15,,,,63,47,1978-11-15,319
3241,USW00093738,1978-11-16,,,,48,45,1978-11-16,320
3242,USW00093738,1978-11-17,,,,53,44,1978-11-17,321
3243,USW00093738,1978-11-18,,,,64,38,1978-11-18,322
3244,USW00093738,1978-11-19,,,,56,29,1978-11-19,323
3245,USW00093738,1978-11-20,,,,53,27,1978-11-20,324
3246,USW00093738,1978-11-21,,,,56,27,1978-11-21,325
3247,USW00093738,1978-11-22,,,,45,40,1978-11-22,326
3248,USW00093738,1978-11-23,,,,48,41,1978-11-23,327
3249,USW00093738,1978-11-24,,,,58,37,1978-11-24,328
3250,USW00093738,1978-11-25,,,,44,39,1978-11-25,329
3251,USW00093738,1978-11-26,,,,45,31,1978-11-26,330
3252,USW00093738,1978-11-27,,,,35,31,1978-11-27,331
3253,USW00093738,1978-11-28,,,,46,33,1978-11-28,332
3254,USW00093738,1978-11-29,,,,45,24,1978-11-29,333
3255,USW00093738,1978-11-30,,,,56,34,1978-11-30,334
3256,USW00093738,1978-12-01,,,,51,27,1978-12-01,335
3257,USW00093738,1978-12-02,,,,61,26,1978-12-02,336
3258,USW00093738,1978-12-03,,,,53,38,1978-12-03,337
3259,USW00093738,1978-12-04,,,,73,46,1978-12-04,338
3260,USW00093738,1978-12-05,,,,55,35,1978-12-05,339
3261,USW00093738,1978-12-06,,,,61,30,1978-12-06,340
3262,USW00093738,1978-12-07,,,,55,28,1978-12-07,341
3263,USW00093738,1978-12-08,,,,72,48,1978-12-08,342
3264,USW00093738,1978-12-09,,,,72,29,1978-12-09,343
3265,USW00093738,1978-12-10,,,,34,17,1978-12-10,344
3266,USW00093738,1978-12-11,,,,36,14,1978-12-11,345
3267,USW00093738,1978-12-12,,,,48,19,1978-12-12,346
3268,USW00093738,1978-12-13,,,,60,20,1978-12-13,347
3269,USW00093738,1978-12-14,,,,40,18,1978-12-14,348
3270,USW00093738,1978-12-15,,,,56,23,1978-12-15,349
3271,USW00093738,1978-12-16,,,,59,23,1978-12-16,350
3272,USW00093738,1978-12-17,,,,50,36,1978-12-17,351
3273,USW00093738,1978-12-18,,,,53,31,1978-12-18,352
3274,USW00093738,1978-12-19,,,,41,26,1978-12-19,353
3275,USW00093738,1978-12-20,,,,45,31,1978-12-20,354
3276,USW00093738,1978-12-21,,,,54,35,1978-12-21,355
3277,USW00093738,1978-12-22,,,,46,23,1978-12-22,356
3278,USW00093738,1978-12-23,,,,50,17,1978-12-23,357
3279,USW00093738,1978-12-24,,,,43,21,1978-12-24,358
3280,USW00093738,1978-12-25,,,,45,27,1978-12-25,359
3281,USW00093738,1978-12-26,,,,48,20,1978-12-26,360
3282,USW00093738,1978-12-27,,,,36,22,1978-12-27,361
3283,USW00093738,1978-12-28,,,,34,18,1978-12-28,362
3284,USW00093738,1978-12-29,,,,37,12,1978-12-29,363
3285,USW00093738,1978-12-30,,,,42,16,1978-12-30,364
3286,USW00093738,1978-12-31,,,,46,35,1978-12-31,365
3287,USW00093738,1979-01-01,,,,64,44,1979-01-01,1
3288,USW00093738,1979-01-02,,,,56,23,1979-01-02,2
3289,USW00093738,1979-01-03,,,,23,8,1979-01-03,3
3290,USW00093738,1979-01-04,,,,33,5,1979-01-04,4
3291,USW00093738,1979-01-05,,,,34,19,1979-01-05,5
3292,USW00093738,1979-01-06,,,,37,19,1979-01-06,6
3293,USW00093738,1979-01-07,,,,44,33,1979-01-07,7
3294,USW00093738,1979-01-08,,,,46,24,1979-01-08,8
3295,USW00093738,1979-01-09,,,,31,14,1979-01-09,9
3296,USW00093738,1979-01-10,,,,32,12,1979-01-10,10
3297,USW00093738,1979-01-11,,,,28,16,1979-01-11,11
3298,USW00093738,1979-01-12,,,,23,18,1979-01-12,12
3299,USW00093738,1979-01-13,,,,34,21,1979-01-13,13
3300,USW00093738,1979-01-14,,,,43,28,1979-01-14,14
3301,USW00093738,1979-01-15,,,,34,18,1979-01-15,15
3302,USW00093738,1979-01-16,,,,44,25,1979-01-16,16
3303,USW00093738,1979-01-17,,,,40,27,1979-01-17,17
3304,USW00093738,1979-01-18,,,,41,19,1979-01-18,18
3305,USW00093738,1979-01-19,,,,26,13,1979-01-19,19
3306,USW00093738,1979-01-20,,,,34,25,1979-01-20,20
3307,USW00093738,1979-01-21,,,,40,33,1979-01-21,21
3308,USW00093738,1979-01-22,,,,40,31,1979-01-22,22
3309,USW00093738,1979-01-23,,,,40,19,1979-01-23,23
3310,USW00093738,1979-01-24,,,,57,35,1979-01-24,24
3311,USW00093738,1979-01-25,,,,37,28,1979-01-25,25
3312,USW00093738,1979-01-26,,,,42,29,1979-01-26,26
3313,USW00093738,1979-01-27,,,,47,29,1979-01-27,27
3314,USW00093738,1979-01-28,,,,39,32,1979-01-28,28
3315,USW00093738,1979-01-29,,,,40,32,1979-01-29,29
3316,USW00093738,1979-01-30,,,,38,29,1979-01-30,30
3317,USW00093738,1979-01-31,,,,32,23,1979-01-31,31
3318,USW00093738,1979-02-01,,,,30,24,1979-02-01,32
3319,USW00093738,1979-02-02,,,,35,21,1979-02-02,33
3320,USW00093738,1979-02-03,,,,37,17,1979-02-03,34
3321,USW00093738,1979-02-04,,,,46,28,1979-02-04,35
3322,USW00093738,1979-02-05,,,,28,16,1979-02-05,36
3323,USW00093738,1979-02-06,,,,32,10,1979-02-06,37
3324,USW00093738,1979-02-07,,,,28,18,1979-02-07,38
3325,USW00093738,1979-02-08,,,,34,12,1979-02-08,39
3326,USW00093738,1979-02-09,,,,24,10,1979-02-09,40
3327,USW00093738,1979-02-10,,,,26,-10,1979-02-10,41
3328,USW00093738,1979-02-11,,,,18,-7,1979-02-11,42
3329,USW00093738,1979-02-12,,,,23,7,1979-02-12,43
3330,USW00093738,1979-02-13,,,,21,0,1979-02-13,44
3331,USW00093738,1979-02-14,,,,24,-5,1979-02-14,45
3332,USW00093738,1979-02-15,,,,22,18,1979-02-15,46
3333,USW00093738,1979-02-16,,,,32,16,1979-02-16,47
3334,USW00093738,1979-02-17,,,,16,-4,1979-02-17,48
3335,USW00093738,1979-02-18,,,,8,-14,1979-02-18,49
3336,USW00093738,1979-02-19,,,,33,7,1979-02-19,50
3337,USW00093738,1979-02-20,,,,40,-2,1979-02-20,51
3338,USW00093738,1979-02-21,,,,41,18,1979-02-21,52
3339,USW00093738,1979-02-22,,,,51,26,1979-02-22,53
3340,USW00093738,1979-02-23,,,,43,26,1979-02-23,54
3341,USW00093738,1979-02-24,,,,42,35,1979-02-24,55
3342,USW00093738,1979-02-25,,,,40,37,1979-02-25,56
3343,USW00093738,1979-02-26,,,,37,36,1979-02-26,57
3344,USW00093738,1979-02-27,,,,42,31,1979-02-27,58
3345,USW00093738,1979-02-28,,,,55,25,1979-02-28,59
3346,USW00093738,1979-03-01,,,,55,29,1979-03-01,60
3347,USW00093738,1979-03-02,,,,55,28,1979-03-02,61
3348,USW00093738,1979-03-03,,,,45,30,1979-03-03,62
3349,USW00093738,1979-03-04,,,,60,41,1979-03-04,63
3350,USW00093738,1979-03-05,,,,60,55,1979-03-05,64
3351,USW00093738,1979-03-06,,,,59,35,1979-03-06,65
3352,USW00093738,1979-03-07,,,,56,26,1979-03-07,66
3353,USW00093738,1979-03-08,,,,60,27,1979-03-08,67
3354,USW00093738,1979-03-09,,,,63,31,1979-03-09,68
3355,USW00093738,1979-03-10,,,,61,41,1979-03-10,69
3356,USW00093738,1979-03-11,,,,41,28,1979-03-11,70
3357,USW00093738,1979-03-12,,,,52,28,1979-03-12,71
3358,USW00093738,1979-03-13,,,,66,21,1979-03-13,72
3359,USW00093738,1979-03-14,,,,63,32,1979-03-14,73
3360,USW00093738,1979-03-15,,,,38,25,1979-03-15,74
3361,USW00093738,1979-03-16,,,,49,17,1979-03-16,75
3362,USW00093738,1979-03-17,,,,65,20,1979-03-17,76
3363,USW00093738,1979-03-18,,,,68,28,1979-03-18,77
3364,USW00093738,1979-03-19,,,,59,24,1979-03-19,78
3365,USW00093738,1979-03-20,,,,63,25,1979-03-20,79
3366,USW00093738,1979-03-21,,,,66,33,1979-03-21,80
3367,USW00093738,1979-03-22,,,,71,28,1979-03-22,81
3368,USW00093738,1979-03-23,,,,70,40,1979-03-23,82
3369,USW00093738,1979-03-24,,,,66,49,1979-03-24,83
3370,USW00093738,1979-03-25,,,,50,42,1979-03-25,84
3371,USW00093738,1979-03-26,,,,45,31,1979-03-26,85
3372,USW00093738,1979-03-27,,,,51,29,1979-03-27,86
3373,USW00093738,1979-03-28,,,,55,21,1979-03-28,87
3374,USW00093738,1979-03-29,,,,80,43,1979-03-29,88
3375,USW00093738,1979-03-30,,,,84,55,1979-03-30,89
3376,USW00093738,1979-03-31,,,,81,57,1979-03-31,90
3377,USW00093738,1979-04-01,,,,69,54,1979-04-01,91
3378,USW00093738,1979-04-02,,,,56,48,1979-04-02,92
3379,USW00093738,1979-04-03,,,,55,38,1979-04-03,93
3380,USW00093738,1979-04-04,,,,45,38,1979-04-04,94
3381,USW00093738,1979-04-05,,,,59,35,1979-04-05,95
3382,USW00093738,1979-04-06,,,,51,36,1979-04-06,96
3383,USW00093738,1979-04-07,,,,52,29,1979-04-07,97
3384,USW00093738,1979-04-08,,,,55,40,1979-04-08,98
3385,USW00093738,1979-04-09,,,,44,38,1979-04-09,99
3386,USW00093738,1979-04-10,,,,58,35,1979-04-10,100
3387,USW00093738,1979-04-11,,,,70,29,1979-04-11,101
3388,USW00093738,1979-04-12,,,,67,41,1979-04-12,102
3389,USW00093738,1979-04-13,,,,55,41,1979-04-13,103
3390,USW00093738,1979-04-14,,,,65,40,1979-04-14,104
3391,USW00093738,1979-04-15,,,,61,40,1979-04-15,105
3392,USW00093738,1979-04-16,,,,54,43,1979-04-16,106
3393,USW00093738,1979-04-17,,,,60,42,1979-04-17,107
3394,USW00093738,1979-04-18,,,,66,42,1979-04-18,108
3395,USW00093738,1979-04-19,,,,68,29,1979-04-19,109
3396,USW00093738,1979-04-20,,,,67,29,1979-04-20,110
3397,USW00093738,1979-04-21,,,,75,41,1979-04-21,111
3398,USW00093738,1979-04-22,,,,78,50,1979-04-22,112
3399,USW00093738,1979-04-23,,,,70,53,1979-04-23,113
3400,USW00093738,1979-04-24,,,,67,52,1979-04-24,114
3401,USW00093738,1979-04-25,,,,80,59,1979-04-25,115
3402,USW00093738,1979-04-26,,,,65,61,1979-04-26,116
3403,USW00093738,1979-04-27,,,,70,47,1979-04-27,117
3404,USW00093738,1979-04-28,,,,68,45,1979-04-28,118
3405,USW00093738,1979-04-29,,,,60,36,1979-04-29,119
3406,USW00093738,1979-04-30,,,,73,33,1979-04-30,120
3407,USW00093738,1979-05-01,,,,68,43,1979-05-01,121
3408,USW00093738,1979-05-02,,,,73,34,1979-05-02,122
3409,USW00093738,1979-05-03,,,,72,46,1979-05-03,123
3410,USW00093738,1979-05-04,,,,65,48,1979-05-04,124
3411,USW00093738,1979-05-05,,,,65,41,1979-05-05,125
3412,USW00093738,1979-05-06,,,,74,37,1979-05-06,126
3413,USW00093738,1979-05-07,,,,82,50,1979-05-07,127
3414,USW00093738,1979-05-08,,,,85,61,1979-05-08,128
3415,USW00093738,1979-05-09,,,,87,65,1979-05-09,129
3416,USW00093738,1979-05-10,,,,88,66,1979-05-10,130
3417,USW00093738,1979-05-11,,,,87,65,1979-05-11,131
3418,USW00093738,1979-05-12,,,,80,64,1979-05-12,132
3419,USW00093738,1979-05-13,,,,74,63,1979-05-13,133
3420,USW00093738,1979-05-14,,,,70,54,1979-05-14,134
3421,USW00093738,1979-05-15,,,,79,46,1979-05-15,135
3422,USW00093738,1979-05-16,,,,71,47,1979-05-16,136
3423,USW00093738,1979-05-17,,,,71,41,1979-05-17,137
3424,USW00093738,1979-05-18,,,,71,44,1979-05-18,138
3425,USW00093738,1979-05-19,,,,72,60,1979-05-19,139
3426,USW00093738,1979-05-20,,,,72,59,1979-05-20,140
3427,USW00093738,1979-05-21,,,,68,58,1979-05-21,141
3428,USW00093738,1979-05-22,,,,76,57,1979-05-22,142
3429,USW00093738,1979-05-23,,,,78,64,1979-05-23,143
3430,USW00093738,1979-05-24,,,,75,61,1979-05-24,144
3431,USW00093738,1979-05-25,,,,69,50,1979-05-25,145
3432,USW00093738,1979-05-26,,,,61,44,1979-05-26,146
3433,USW00093738,1979-05-27,,,,73,47,1979-05-27,147
3434,USW00093738,1979-05-28,,,,72,47,1979-05-28,148
3435,USW00093738,1979-05-29,,,,76,45,1979-05-29,149
3436,USW00093738,1979-05-30,,,,82,47,1979-05-30,150
3437,USW00093738,1979-05-31,,,,77,57,1979-05-31,151
3438,USW00093738,1979-06-01,,,,83,69,1979-06-01,152
3439,USW00093738,1979-06-02,,,,84,68,1979-06-02,153
3440,USW00093738,1979-06-03,,,,70,63,1979-06-03,154
3441,USW00093738,1979-06-04,,,,79,58,1979-06-04,155
3442,USW00093738,1979-06-05,,,,85,55,1979-06-05,156
3443,USW00093738,1979-06-06,,,,86,60,1979-06-06,157
3444,USW00093738,1979-06-07,,,,87,61,1979-06-07,158
3445,USW00093738,1979-06-08,,,,85,68,1979-06-08,159
3446,USW00093738,1979-06-09,,,,88,69,1979-06-09,160
3447,USW00093738,1979-06-10,,,,87,70,1979-06-10,161
3448,USW00093738,1979-06-11,,,,71,51,1979-06-11,162
3449,USW00093738,1979-06-12,,,,75,46,1979-06-12,163
3450,USW00093738,1979-06-13,,,,74,48,1979-06-13,164
3451,USW00093738,1979-06-14,,,,79,41,1979-06-14,165
3452,USW00093738,1979-06-15,,,,84,53,1979-06-15,166
3453,USW00093738,1979-06-16,,,,82,49,1979-06-16,167
3454,USW00093738,1979-06-17,,,,75,63,1979-06-17,168
3455,USW00093738,1979-06-18,,,,86,59,1979-06-18,169
3456,USW00093738,1979-06-19,,,,78,56,1979-06-19,170
3457,USW00093738,1979-06-20,,,,80,57,1979-06-20,171
3458,USW00093738,1979-06-21,,,,68,53,1979-06-21,172
3459,USW00093738,1979-06-22,,,,86,60,1979-06-22,173
3460,USW00093738,1979-06-23,,,,84,58,1979-06-23,174
3461,USW00093738,1979-06-24,,,,70,46,1979-06-24,175
3462,USW00093738,1979-06-25,,,,75,44,1979-06-25,176
3463,USW00093738,1979-06-26,,,,76,42,1979-06-26,177
3464,USW00093738,1979-06-27,,,,77,44,1979-06-27,178
3465,USW00093738,1979-06-28,,,,85,51,1979-06-28,179
3466,USW00093738,1979-06-29,,,,85,59,1979-06-29,180
3467,USW00093738,1979-06-30,,,,83,66,1979-06-30,181
3468,USW00093738,1979-07-01,,,,83,60,1979-07-01,182
3469,USW00093738,1979-07-02,,,,79,61,1979-07-02,183
3470,USW00093738,1979-07-03,,,,82,61,1979-07-03,184
3471,USW00093738,1979-07-04,,,,73,54,1979-07-04,185
3472,USW00093738,1979-07-05,,,,73,51,1979-07-05,186
3473,USW00093738,1979-07-06,,,,78,45,1979-07-06,187
3474,USW00093738,1979-07-07,,,,81,49,1979-07-07,188
3475,USW00093738,1979-07-08,,,,82,52,1979-07-08,189
3476,USW00093738,1979-07-09,,,,83,55,1979-07-09,190
3477,USW00093738,1979-07-10,,,,77,61,1979-07-10,191
3478,USW00093738,1979-07-11,,,,86,58,1979-07-11,192
3479,USW00093738,1979-07-12,,,,88,66,1979-07-12,193
3480,USW00093738,1979-07-13,,,,91,70,1979-07-13,194
3481,USW00093738,1979-07-14,,,,86,70,1979-07-14,195
3482,USW00093738,1979-07-15,,,,87,71,1979-07-15,196
3483,USW00093738,1979-07-16,,,,89,72,1979-07-16,197
3484,USW00093738,1979-07-17,,,,90,70,1979-07-17,198
3485,USW00093738,1979-07-18,,,,83,68,1979-07-18,199
3486,USW00093738,1979-07-19,,,,84,65,1979-07-19,200
3487,USW00093738,1979-07-20,,,,84,66,1979-07-20,201
3488,USW00093738,1979-07-21,,,,82,67,1979-07-21,202
3489,USW00093738,1979-07-22,,,,85,66,1979-07-22,203
3490,USW00093738,1979-07-23,,,,86,70,1979-07-23,204
3491,USW00093738,1979-07-24,,,,87,68,1979-07-24,205
3492,USW00093738,1979-07-25,,,,88,72,1979-07-25,206
3493,USW00093738,1979-07-26,,,,87,73,1979-07-26,207
3494,USW00093738,1979-07-27,,,,88,69,1979-07-27,208
3495,USW00093738,1979-07-28,,,,90,65,1979-07-28,209
3496,USW00093738,1979-07-29,,,,87,70,1979-07-29,210
3497,USW00093738,1979-07-30,,,,83,69,1979-07-30,211
3498,USW00093738,1979-07-31,,,,90,70,1979-07-31,212
3499,USW00093738,1979-08-01,,,,92,72,1979-08-01,213
3500,USW00093738,1979-08-02,,,,95,71,1979-08-02,214
3501,USW00093738,1979-08-03,,,,86,70,1979-08-03,215
3502,USW00093738,1979-08-04,,,,89,67,1979-08-04,216
3503,USW00093738,1979-08-05,,,,91,67,1979-08-05,217
3504,USW00093738,1979-08-06,,,,90,66,1979-08-06,218
3505,USW00093738,1979-08-07,,,,86,66,1979-08-07,219
3506,USW00093738,1979-08-08,,,,95,70,1979-08-08,220
3507,USW00093738,1979-08-09,,,,89,70,1979-08-09,221
3508,USW00093738,1979-08-10,,,,95,69,1979-08-10,222
3509,USW00093738,1979-08-11,,,,92,64,1979-08-11,223
3510,USW00093738,1979-08-12,,,,64,57,1979-08-12,224
3511,USW00093738,1979-08-13,,,,80,52,1979-08-13,225
3512,USW00093738,1979-08-14,,,,86,56,1979-08-14,226
3513,USW00093738,1979-08-15,,,,74,52,1979-08-15,227
3514,USW00093738,1979-08-16,,,,76,46,1979-08-16,228
3515,USW00093738,1979-08-17,,,,76,44,1979-08-17,229
3516,USW00093738,1979-08-18,,,,73,62,1979-08-18,230
3517,USW00093738,1979-08-19,,,,84,65,1979-08-19,231
3518,USW00093738,1979-08-20,,,,84,63,1979-08-20,232
3519,USW00093738,1979-08-21,,,,74,60,1979-08-21,233
3520,USW00093738,1979-08-22,,,,80,59,1979-08-22,234
3521,USW00093738,1979-08-23,,,,78,69,1979-08-23,235
3522,USW00093738,1979-08-24,,,,86,72,1979-08-24,236
3523,USW00093738,1979-08-25,,,,86,72,1979-08-25,237
3524,USW00093738,1979-08-26,,,,88,69,1979-08-26,238
3525,USW00093738,1979-08-27,,,,87,70,1979-08-27,239
3526,USW00093738,1979-08-28,,,,84,70,1979-08-28,240
3527,USW00093738,1979-08-29,,,,82,71,1979-08-29,241
3528,USW00093738,1979-08-30,,,,87,67,1979-08-30,242
3529,USW00093738,1979-08-31,,,,87,64,1979-08-31,243
3530,USW00093738,1979-09-01,,,,84,65,1979-09-01,244
3531,USW00093738,1979-09-02,,,,87,71,1979-09-02,245
3532,USW00093738,1979-09-03,,,,85,69,1979-09-03,246
3533,USW00093738,1979-09-04,,,,86,70,1979-09-04,247
3534,USW00093738,1979-09-05,,,,76,72,1979-09-05,248
3535,USW00093738,1979-09-06,,,,86,68,1979-09-06,249
3536,USW00093738,1979-09-07,,,,85,64,1979-09-07,250
